"","X1","X2"
"7494",291,386
"7495",291,7356
"7496",291,7852
"7497",292,10137
"7498",292,1048
"7499",292,11094
"7500",292,11342
"7501",292,11478
"7502",292,12065
"7503",292,12600
"7504",292,143
"7505",292,18172
"7506",292,192
"7507",292,21952
"7508",292,22317
"7509",292,2298
"7510",292,23868
"7511",292,2438
"7512",292,24640
"7513",292,24692
"7514",292,24697
"7515",292,24699
"7516",292,24700
"7517",292,24701
"7518",292,24702
"7519",292,24710
"7520",292,24721
"7521",292,24724
"7522",292,24728
"7523",292,24735
"7524",292,24743
"7525",292,24744
"7526",292,24752
"7527",292,24755
"7528",292,24762
"7529",292,24769
"7530",292,2553
"7531",292,3438
"7532",292,3921
"7533",292,5500
"7534",292,5562
"7535",292,6041
"7536",292,6131
"7537",292,6141
"7538",292,9293
"7539",293,10144
"7540",293,1079
"7541",293,14256
"7542",293,14263
"7543",293,14297
"7544",293,17218
"7545",293,17227
"7546",293,18108
"7547",293,1879
"7548",293,192
"7549",293,24771
"7550",293,24779
"7551",293,24788
"7552",293,24792
"7553",293,24797
"7554",293,24798
"7555",293,24800
"7556",293,24803
"7557",293,24807
"7558",293,24812
"7559",293,24822
"7560",293,24825
"7561",293,24832
"7562",293,24833
"7563",293,24834
"7564",293,24835
"7565",293,24836
"7566",293,24837
"7567",293,24843
"7568",293,2684
"7569",293,6168
"7570",293,7562
"7571",293,9722
"7572",294,14988
"7573",294,1755
"7574",294,19881
"7575",294,22763
"7576",294,232
"7577",294,23309
"7578",294,24848
"7579",294,24851
"7580",294,24855
"7581",294,24863
"7582",294,24876
"7583",294,24877
"7584",294,24879
"7585",294,24882
"7586",294,24888
"7587",294,24892
"7588",294,24905
"7589",294,24908
"7590",294,24921
"7591",294,24923
"7592",294,24925
"7593",294,24929
"7594",294,24932
"7595",294,24940
"7596",294,24942
"7597",294,24946
"7598",294,3928
"7599",294,545
"7600",294,550
"7601",294,582
"7602",294,586
"7603",294,8141
"7604",295,24953
"7605",295,24958
"7606",295,24959
"7607",295,24960
"7608",295,24963
"7609",295,24966
"7610",295,24975
"7611",295,4467
"7612",295,5000
"7613",295,7826
"7614",298,10143
"7615",298,10670
"7616",298,11918
"7617",298,11932
"7618",298,11934
"7619",298,1214
"7620",298,12961
"7621",298,15701
"7622",298,17201
"7623",298,1875
"7624",298,1876
"7625",298,1882
"7626",298,20668
"7627",298,2222
"7628",298,2293
"7629",298,2296
"7630",298,23777
"7631",298,2437
"7632",298,24991
"7633",298,24992
"7634",298,24993
"7635",298,24998
"7636",298,24999
"7637",298,25009
"7638",298,25013
"7639",298,25017
"7640",298,25018
"7641",298,25020
"7642",298,25024
"7643",298,25025
"7644",298,25027
"7645",298,25029
"7646",298,25037
"7647",298,25038
"7648",298,25040
"7649",298,25041
"7650",298,25042
"7651",298,25043
"7652",298,25044
"7653",298,25047
"7654",298,25051
"7655",298,25055
"7656",298,25058
"7657",298,25060
"7658",298,25067
"7659",298,25068
"7660",298,25073
"7661",298,25078
"7662",298,25096
"7663",298,25098
"7664",298,25102
"7665",298,2649
"7666",298,2800
"7667",298,3573
"7668",298,3902
"7669",298,3905
"7670",298,3908
"7671",298,3909
"7672",298,3912
"7673",298,3916
"7674",298,3921
"7675",298,4038
"7676",298,4068
"7677",298,4069
"7678",298,498
"7679",298,5856
"7680",298,5863
"7681",298,6099
"7682",298,6128
"7683",298,6131
"7684",298,6142
"7685",298,6154
"7686",298,6160
"7687",298,6161
"7688",298,6166
"7689",298,6884
"7690",298,9413
"7691",298,9447
"7692",298,9708
"7693",299,21204
"7694",299,9420
"7695",299,9716
"7696",300,1113
"7697",300,11641
"7698",300,21090
"7699",300,2438
"7700",300,25121
"7701",300,25126
"7702",300,25127
"7703",300,25129
"7704",300,25130
"7705",300,25134
"7706",300,25135
"7707",300,25139
"7708",300,25141
"7709",300,25149
"7710",300,25151
"7711",300,25153
"7712",300,25158
"7713",300,25159
"7714",300,2753
"7715",300,5438
"7716",300,5642
"7717",300,6509
"7718",302,10213
"7719",302,10320
"7720",302,138
"7721",302,14193
"7722",302,14199
"7723",302,14275
"7724",302,14319
"7725",302,14595
"7726",302,14627
"7727",302,14653
"7728",302,16077
"7729",302,16354
"7730",302,18673
"7731",302,1869
"7732",302,20737
"7733",302,21365
"7734",302,21457
"7735",302,22627
"7736",302,23625
"7737",302,2363
"7738",302,2387
"7739",302,24558
"7740",302,24751
"7741",302,25166
"7742",302,25176
"7743",302,25179
"7744",302,25190
"7745",302,25197
"7746",302,25201
"7747",302,25207
"7748",302,25208
"7749",302,25212
"7750",302,25217
"7751",302,25224
"7752",302,25226
"7753",302,25228
"7754",302,25244
"7755",302,25245
"7756",302,25248
"7757",302,25257
"7758",302,25261
"7759",302,25262
"7760",302,25271
"7761",302,25273
"7762",302,25277
"7763",302,25282
"7764",302,25283
"7765",302,25284
"7766",302,25288
"7767",302,25295
"7768",302,25299
"7769",302,25300
"7770",302,25318
"7771",302,25319
"7772",302,25329
"7773",302,25331
"7774",302,25333
"7775",302,25337
"7776",302,25342
"7777",302,25358
"7778",302,25359
"7779",302,25360
"7780",302,25363
"7781",302,25370
"7782",302,25372
"7783",302,25377
"7784",302,25379
"7785",302,25386
"7786",302,25388
"7787",302,25401
"7788",302,25405
"7789",302,25412
"7790",302,25422
"7791",302,25427
"7792",302,25429
"7793",302,25432
"7794",302,25435
"7795",302,25437
"7796",302,25444
"7797",302,25448
"7798",302,25452
"7799",302,25453
"7800",302,25455
"7801",302,25459
"7802",302,3942
"7803",302,5742
"7804",302,5967
"7805",302,5994
"7806",302,6039
"7807",302,6114
"7808",302,660
"7809",302,7011
"7810",302,716
"7811",302,7555
"7812",302,9411
"7813",303,15819
"7814",303,15820
"7815",303,15822
"7816",303,16022
"7817",303,2439
"7818",303,25462
"7819",303,25473
"7820",303,25480
"7821",303,25484
"7822",303,25487
"7823",303,25491
"7824",303,25492
"7825",303,25493
"7826",303,25500
"7827",303,25501
"7828",303,25504
"7829",303,25505
"7830",303,25508
"7831",303,25512
"7832",303,25517
"7833",303,25522
"7834",303,25523
"7835",303,25530
"7836",303,25534
"7837",303,25535
"7838",303,25537
"7839",303,25538
"7840",303,25546
"7841",303,25564
"7842",303,25567
"7843",303,25570
"7844",303,25572
"7845",303,25574
"7846",303,25583
"7847",303,25586
"7848",303,25588
"7849",303,25590
"7850",303,25609
"7851",303,25613
"7852",303,25615
"7853",303,25629
"7854",303,25641
"7855",303,25643
"7856",303,25645
"7857",303,25646
"7858",303,25647
"7859",303,25648
"7860",303,25650
"7861",303,25651
"7862",303,25663
"7863",303,25664
"7864",303,25667
"7865",303,25668
"7866",303,25671
"7867",303,4662
"7868",303,5795
"7869",303,6934
"7870",303,717
"7871",303,7874
"7872",303,9449
"7873",303,9584
"7874",304,10134
"7875",304,11001
"7876",304,11436
"7877",304,13770
"7878",304,14992
"7879",304,15002
"7880",304,16406
"7881",304,18857
"7882",304,2289
"7883",304,25459
"7884",304,25675
"7885",304,25679
"7886",304,25683
"7887",304,25687
"7888",304,25695
"7889",304,25712
"7890",304,25714
"7891",304,25720
"7892",304,25721
"7893",304,25724
"7894",304,25738
"7895",304,25750
"7896",304,2756
"7897",304,3010
"7898",304,3012
"7899",304,3593
"7900",304,3912
"7901",304,476
"7902",304,5438
"7903",304,554
"7904",304,561
"7905",304,5849
"7906",304,679
"7907",304,734
"7908",304,9758
"7909",305,25765
"7910",305,25773
"7911",305,25776
"7912",305,25778
"7913",305,25780
"7914",305,25786
"7915",305,25788
"7916",305,25795
"7917",305,728
"7918",307,10327
"7919",307,1088
"7920",307,11009
"7921",307,13735
"7922",307,13991
"7923",307,14217
"7924",307,16368
"7925",307,17563
"7926",307,18195
"7927",307,21135
"7928",307,25809
"7929",307,25811
"7930",307,25813
"7931",307,25816
"7932",307,25827
"7933",307,25830
"7934",307,25841
"7935",307,25842
"7936",307,25843
"7937",307,25848
"7938",307,25854
"7939",307,25858
"7940",307,25861
"7941",307,25862
"7942",307,25863
"7943",307,25880
"7944",307,25882
"7945",307,25883
"7946",307,25884
"7947",307,25891
"7948",307,25902
"7949",307,25905
"7950",307,25912
"7951",307,25913
"7952",307,25917
"7953",307,25924
"7954",307,25926
"7955",307,25929
"7956",307,25930
"7957",307,25936
"7958",307,25937
"7959",307,25938
"7960",307,4155
"7961",307,545
"7962",307,572
"7963",307,580
"7964",307,597
"7965",307,609
"7966",307,612
"7967",307,6176
"7968",307,6526
"7969",308,25957
"7970",308,25959
"7971",308,6290
"7972",308,8776
"7973",309,16211
"7974",309,25508
"7975",309,25961
"7976",309,25967
"7977",309,25968
"7978",309,25976
"7979",309,25982
"7980",309,25999
"7981",309,26000
"7982",309,26006
"7983",309,26011
"7984",309,26014
"7985",309,26022
"7986",309,26023
"7987",309,26026
"7988",309,26033
"7989",309,26036
"7990",309,26039
"7991",309,26045
"7992",309,26046
"7993",309,26055
"7994",310,11098
"7995",310,11919
"7996",310,16173
"7997",310,16578
"7998",310,17291
"7999",310,17516
"8000",310,2289
"8001",310,2399
"8002",310,2582
"8003",310,26060
"8004",310,26064
"8005",310,26068
"8006",310,26070
"8007",310,26072
"8008",310,26077
"8009",310,26083
"8010",310,2684
"8011",310,3438
"8012",310,3574
"8013",310,3857
"8014",310,5932
"8015",310,5945
"8016",310,6128
"8017",310,6146
"8018",310,6178
"8019",310,9413
"8020",310,9727
"8021",312,10956
"8022",312,1156
"8023",312,13904
"8024",312,19994
"8025",312,26089
"8026",312,26098
"8027",312,26104
"8028",312,26111
"8029",312,26113
"8030",312,26114
"8031",312,26126
"8032",312,3512
"8033",312,361
"8034",312,6176
"8035",312,6423
"8036",312,8548
"8037",314,100
"8038",314,13623
"8039",314,15519
"8040",314,19647
"8041",314,2174
"8042",314,2205
"8043",314,26131
"8044",314,26132
"8045",314,26139
"8046",314,26148
"8047",314,26152
"8048",314,26156
"8049",314,26159
"8050",314,26160
"8051",314,26168
"8052",314,26170
"8053",314,26173
"8054",314,26174
"8055",314,26176
"8056",314,26181
"8057",314,26187
"8058",314,26198
"8059",314,26199
"8060",314,26204
"8061",314,26206
"8062",314,26207
"8063",314,26212
"8064",314,26214
"8065",314,26220
"8066",314,26223
"8067",314,26225
"8068",314,26226
"8069",314,26229
"8070",314,26232
"8071",314,26236
"8072",314,26238
"8073",314,26245
"8074",314,26248
"8075",314,26251
"8076",314,26261
"8077",314,26263
"8078",314,26268
"8079",314,26269
"8080",314,26270
"8081",314,26272
"8082",314,26273
"8083",314,26283
"8084",314,26284
"8085",314,26289
"8086",314,26290
"8087",314,26291
"8088",314,26294
"8089",314,26296
"8090",314,26302
"8091",314,26303
"8092",314,26304
"8093",314,26305
"8094",314,26307
"8095",314,26325
"8096",314,26336
"8097",314,6140
"8098",315,10548
"8099",315,12307
"8100",315,13696
"8101",315,21765
"8102",315,24590
"8103",315,26345
"8104",315,26347
"8105",315,26356
"8106",315,26358
"8107",315,26362
"8108",315,26365
"8109",315,26367
"8110",315,26373
"8111",315,26374
"8112",315,26382
"8113",315,26385
"8114",315,26386
"8115",315,26389
"8116",315,26391
"8117",315,26393
"8118",315,26395
"8119",315,26400
"8120",315,26404
"8121",315,26408
"8122",315,26435
"8123",315,26448
"8124",315,26449
"8125",315,26450
"8126",315,26453
"8127",315,26457
"8128",315,26459
"8129",315,26461
"8130",315,26465
"8131",315,26467
"8132",315,26469
"8133",315,26471
"8134",315,26472
"8135",315,26477
"8136",315,26480
"8137",315,26481
"8138",315,3918
"8139",315,5874
"8140",315,7695
"8141",315,7716
"8142",315,7718
"8143",317,1085
"8144",317,11094
"8145",317,16172
"8146",317,17524
"8147",317,1867
"8148",317,1881
"8149",317,19807
"8150",317,2363
"8151",317,24843
"8152",317,25088
"8153",317,26492
"8154",317,26502
"8155",317,26503
"8156",317,26506
"8157",317,26509
"8158",317,26516
"8159",317,5999
"8160",317,6064
"8161",317,6066
"8162",317,6155
"8163",317,6168
"8164",317,7219
"8165",317,729
"8166",317,7606
"8167",318,11930
"8168",318,24161
"8169",318,2436
"8170",318,26536
"8171",318,26537
"8172",318,26542
"8173",318,26546
"8174",318,26554
"8175",318,26570
"8176",318,26575
"8177",318,26577
"8178",318,26580
"8179",319,10047
"8180",319,10100
"8181",319,1049
"8182",319,10657
"8183",319,10659
"8184",319,1076
"8185",319,11560
"8186",319,13936
"8187",319,14301
"8188",319,14315
"8189",319,15200
"8190",319,1538
"8191",319,15608
"8192",319,16134
"8193",319,16907
"8194",319,17143
"8195",319,17196
"8196",319,17243
"8197",319,1834
"8198",319,18721
"8199",319,1874
"8200",319,19082
"8201",319,19089
"8202",319,19092
"8203",319,19094
"8204",319,19303
"8205",319,20587
"8206",319,20738
"8207",319,22445
"8208",319,22717
"8209",319,2374
"8210",319,2385
"8211",319,2408
"8212",319,24750
"8213",319,24767
"8214",319,25241
"8215",319,25365
"8216",319,25372
"8217",319,25407
"8218",319,26568
"8219",319,26574
"8220",319,26586
"8221",319,26590
"8222",319,26592
"8223",319,26593
"8224",319,26594
"8225",319,26597
"8226",319,26598
"8227",319,26604
"8228",319,26605
"8229",319,26612
"8230",319,26616
"8231",319,26619
"8232",319,26623
"8233",319,26625
"8234",319,26627
"8235",319,26628
"8236",319,26634
"8237",319,26639
"8238",319,26640
"8239",319,26646
"8240",319,26647
"8241",319,26649
"8242",319,26650
"8243",319,26653
"8244",319,26656
"8245",319,26657
"8246",319,26662
"8247",319,26666
"8248",319,26678
"8249",319,26681
"8250",319,26682
"8251",319,26690
"8252",319,26691
"8253",319,26693
"8254",319,26700
"8255",319,26704
"8256",319,26706
"8257",319,26713
"8258",319,26714
"8259",319,26720
"8260",319,26739
"8261",319,26741
"8262",319,26743
"8263",319,26746
"8264",319,26750
"8265",319,26754
"8266",319,26757
"8267",319,26765
"8268",319,26769
"8269",319,26775
"8270",319,26778
"8271",319,26779
"8272",319,26783
"8273",319,26784
"8274",319,26787
"8275",319,26788
"8276",319,26792
"8277",319,26796
"8278",319,26797
"8279",319,26801
"8280",319,26803
"8281",319,26807
"8282",319,26811
"8283",319,26818
"8284",319,26827
"8285",319,26837
"8286",319,26842
"8287",319,26844
"8288",319,26858
"8289",319,26870
"8290",319,26882
"8291",319,26884
"8292",319,26886
"8293",319,26889
"8294",319,26894
"8295",319,26895
"8296",319,26898
"8297",319,26903
"8298",319,26905
"8299",319,26909
"8300",319,26911
"8301",319,26924
"8302",319,26947
"8303",319,26955
"8304",319,26957
"8305",319,26967
"8306",319,26971
"8307",319,26973
"8308",319,26976
"8309",319,26978
"8310",319,26980
"8311",319,26982
"8312",319,26986
"8313",319,26988
"8314",319,26991
"8315",319,26992
"8316",319,26997
"8317",319,27001
"8318",319,27007
"8319",319,27009
"8320",319,27010
"8321",319,27011
"8322",319,27012
"8323",319,27018
"8324",319,27019
"8325",319,27020
"8326",319,27026
"8327",319,27031
"8328",319,27032
"8329",319,27034
"8330",319,27043
"8331",319,27052
"8332",319,27056
"8333",319,27060
"8334",319,27062
"8335",319,3515
"8336",319,3562
"8337",319,3567
"8338",319,4069
"8339",319,5299
"8340",319,6011
"8341",319,6042
"8342",319,6133
"8343",319,7290
"8344",319,7584
"8345",319,8401
"8346",319,8518
"8347",319,8801
"8348",319,9254
"8349",319,951
"8350",322,14020
"8351",322,14157
"8352",322,14818
"8353",322,15492
"8354",322,19019
"8355",322,24751
"8356",322,25839
"8357",322,27080
"8358",322,27083
"8359",322,27084
"8360",322,27087
"8361",322,27088
"8362",322,27089
"8363",322,27090
"8364",322,27092
"8365",322,27106
"8366",322,27109
"8367",322,27111
"8368",322,27118
"8369",322,27121
"8370",322,27123
"8371",322,27124
"8372",322,27125
"8373",322,27127
"8374",322,27134
"8375",322,3399
"8376",323,10696
"8377",323,11384
"8378",323,11919
"8379",323,11937
"8380",323,1214
"8381",323,13365
"8382",323,14283
"8383",323,15868
"8384",323,16076
"8385",323,17315
"8386",323,17719
"8387",323,21200
"8388",323,21708
"8389",323,2297
"8390",323,23988
"8391",323,25872
"8392",323,2685
"8393",323,27140
"8394",323,27141
"8395",323,27144
"8396",323,27145
"8397",323,27156
"8398",323,27159
"8399",323,27160
"8400",323,27166
"8401",323,27177
"8402",323,27182
"8403",323,44
"8404",323,5306
"8405",323,5961
"8406",323,5963
"8407",323,5968
"8408",323,6035
"8409",323,6927
"8410",323,7224
"8411",323,9387
"8412",323,9420
"8413",324,10216
"8414",324,10739
"8415",324,1083
"8416",324,11436
"8417",324,13148
"8418",324,13207
"8419",324,18583
"8420",324,21978
"8421",324,21998
"8422",324,2214
"8423",324,2226
"8424",324,2289
"8425",324,24451
"8426",324,2478
"8427",324,25709
"8428",324,26538
"8429",324,26874
"8430",324,27183
"8431",324,27184
"8432",324,27187
"8433",324,27196
"8434",324,27202
"8435",324,27203
"8436",324,27204
"8437",324,27206
"8438",324,27207
"8439",324,27213
"8440",324,27219
"8441",324,27223
"8442",324,27225
"8443",324,27235
"8444",324,27238
"8445",324,27242
"8446",324,27243
"8447",324,27246
"8448",324,27247
"8449",324,27255
"8450",324,27260
"8451",324,27261
"8452",324,27265
"8453",324,27270
"8454",324,27284
"8455",324,27294
"8456",324,27300
"8457",324,27308
"8458",324,27309
"8459",324,27310
"8460",324,27315
"8461",324,27316
"8462",324,27318
"8463",324,27319
"8464",324,27320
"8465",324,27325
"8466",324,27336
"8467",324,27341
"8468",324,27344
"8469",324,27346
"8470",324,27348
"8471",324,27350
"8472",324,27354
"8473",324,27359
"8474",324,27361
"8475",324,27367
"8476",324,27368
"8477",324,27372
"8478",324,27373
"8479",324,27375
"8480",324,27381
"8481",324,27392
"8482",324,27395
"8483",324,27396
"8484",324,27397
"8485",324,27401
"8486",324,27403
"8487",324,27405
"8488",324,27411
"8489",324,27415
"8490",324,27416
"8491",324,27418
"8492",324,27421
"8493",324,27427
"8494",324,3573
"8495",324,3931
"8496",324,393
"8497",324,5520
"8498",324,5800
"8499",324,6120
"8500",324,6152
"8501",324,7431
"8502",324,7618
"8503",324,951
"8504",324,9623
"8505",324,9706
"8506",325,13363
"8507",325,14127
"8508",325,16085
"8509",325,16930
"8510",325,1871
"8511",325,1876
"8512",325,19973
"8513",325,19989
"8514",325,20668
"8515",325,21233
"8516",325,21722
"8517",325,21819
"8518",325,21883
"8519",325,2408
"8520",325,2409
"8521",325,2422
"8522",325,2464
"8523",325,2679
"8524",325,26993
"8525",325,27048
"8526",325,27161
"8527",325,27431
"8528",325,27432
"8529",325,27433
"8530",325,27439
"8531",325,27443
"8532",325,27447
"8533",325,27450
"8534",325,27452
"8535",325,27455
"8536",325,27456
"8537",325,27459
"8538",325,27460
"8539",325,27461
"8540",325,27466
"8541",325,27469
"8542",325,27479
"8543",325,27482
"8544",325,27487
"8545",325,27492
"8546",325,27496
"8547",325,27498
"8548",325,27500
"8549",325,27501
"8550",325,27512
"8551",325,3320
"8552",325,5971
"8553",325,6130
"8554",325,7225
"8555",325,7471
"8556",325,7486
"8557",325,9168
"8558",325,9178
"8559",325,9708
"8560",326,11919
"8561",326,12521
"8562",326,16858
"8563",326,17077
"8564",326,17720
"8565",326,18106
"8566",326,18593
"8567",326,18849
"8568",326,27038
"8569",326,27522
"8570",326,27524
"8571",326,27525
"8572",326,27528
"8573",326,27543
"8574",326,27550
"8575",326,27554
"8576",326,27558
"8577",326,27559
"8578",326,27565
"8579",326,27572
"8580",326,27573
"8581",326,27579
"8582",326,27581
"8583",326,27582
"8584",326,27583
"8585",326,27585
"8586",326,27588
"8587",326,27590
"8588",326,6017
"8589",326,6883
"8590",327,242
"8591",327,27599
"8592",327,27602
"8593",327,27612
"8594",327,27613
"8595",327,27618
"8596",328,11835
"8597",328,13357
"8598",328,15065
"8599",328,16354
"8600",328,27623
"8601",328,27626
"8602",328,27633
"8603",328,6143
"8604",328,6172
"8605",328,8630
"8606",329,10429
"8607",329,11244
"8608",329,12107
"8609",329,12297
"8610",329,14811
"8611",329,18241
"8612",329,27636
"8613",329,27643
"8614",329,27646
"8615",329,27648
"8616",329,27650
"8617",329,27652
"8618",329,27653
"8619",329,27668
"8620",329,27671
"8621",329,27673
"8622",329,27676
"8623",329,27690
"8624",329,27698
"8625",329,27700
"8626",329,27701
"8627",329,27703
"8628",329,27712
"8629",329,27713
"8630",329,27714
"8631",329,27720
"8632",329,27723
"8633",329,27729
"8634",329,27735
"8635",329,27736
"8636",329,27737
"8637",329,27748
"8638",329,27750
"8639",329,27751
"8640",329,27753
"8641",329,27754
"8642",329,27755
"8643",329,27756
"8644",329,27761
"8645",329,27762
"8646",329,27767
"8647",329,27769
"8648",329,27770
"8649",329,27777
"8650",329,27786
"8651",329,27797
"8652",329,27805
"8653",329,27807
"8654",329,27816
"8655",329,27818
"8656",329,27824
"8657",329,27825
"8658",329,27827
"8659",329,27828
"8660",329,27831
"8661",329,27842
"8662",329,27844
"8663",329,27864
"8664",329,27869
"8665",329,27873
"8666",329,27878
"8667",329,27879
"8668",329,27886
"8669",329,27888
"8670",329,27898
"8671",329,27899
"8672",329,27900
"8673",329,27904
"8674",329,27906
"8675",329,27911
"8676",329,27924
"8677",329,27943
"8678",329,27947
"8679",329,27955
"8680",329,27960
"8681",329,27966
"8682",329,27976
"8683",329,27989
"8684",329,27990
"8685",329,27992
"8686",329,27995
"8687",329,27997
"8688",329,28000
"8689",329,28008
"8690",329,28010
"8691",329,28012
"8692",329,3128
"8693",329,3592
"8694",329,3601
"8695",329,36
"8696",329,512
"8697",329,514
"8698",329,6892
"8699",329,720
"8700",329,724
"8701",329,81
"8702",330,10230
"8703",330,11932
"8704",330,13016
"8705",330,13017
"8706",330,13020
"8707",330,14342
"8708",330,14630
"8709",330,14652
"8710",330,14674
"8711",330,14690
"8712",330,14702
"8713",330,14955
"8714",330,14970
"8715",330,16730
"8716",330,17552
"8717",330,17556
"8718",330,19235
"8719",330,19853
"8720",330,20105
"8721",330,20223
"8722",330,20229
"8723",330,20232
"8724",330,20287
"8725",330,20301
"8726",330,20350
"8727",330,20377
"8728",330,20651
"8729",330,21032
"8730",330,21121
"8731",330,22208
"8732",330,22210
"8733",330,23628
"8734",330,26085
"8735",330,26465
"8736",330,27640
"8737",330,27921
"8738",330,27950
"8739",330,28024
"8740",330,28025
"8741",330,28049
"8742",330,28050
"8743",330,28063
"8744",330,28064
"8745",330,28065
"8746",330,28078
"8747",330,28082
"8748",330,28086
"8749",330,28089
"8750",330,28094
"8751",330,28096
"8752",330,28102
"8753",330,28103
"8754",330,28105
"8755",330,28107
"8756",330,28110
"8757",330,28112
"8758",330,28113
"8759",330,28119
"8760",330,28120
"8761",330,28125
"8762",330,28136
"8763",330,28148
"8764",330,28149
"8765",330,28153
"8766",330,28156
"8767",330,28157
"8768",330,28158
"8769",330,28160
"8770",330,28166
"8771",330,28167
"8772",330,28170
"8773",330,28174
"8774",330,28180
"8775",330,28182
"8776",330,28188
"8777",330,28190
"8778",330,28203
"8779",330,28204
"8780",330,28211
"8781",330,28213
"8782",330,28215
"8783",330,28222
"8784",330,28225
"8785",330,28228
"8786",330,28229
"8787",330,28232
"8788",330,28233
"8789",330,28245
"8790",330,28250
"8791",330,28252
"8792",330,28257
"8793",330,28258
"8794",330,28259
"8795",330,28260
"8796",330,28270
"8797",330,28272
"8798",330,28276
"8799",330,28289
"8800",330,28295
"8801",330,28296
"8802",330,28298
"8803",330,28300
"8804",330,28302
"8805",330,28304
"8806",330,28307
"8807",330,28312
"8808",330,28316
"8809",330,28319
"8810",330,28322
"8811",330,28325
"8812",330,28327
"8813",330,28335
"8814",330,28337
"8815",330,28338
"8816",330,28339
"8817",330,28344
"8818",330,28349
"8819",330,28351
"8820",330,28356
"8821",330,28361
"8822",330,3008
"8823",330,334
"8824",330,4377
"8825",330,4380
"8826",330,4381
"8827",330,557
"8828",330,569
"8829",330,6503
"8830",331,10096
"8831",331,19105
"8832",331,21265
"8833",331,28363
"8834",331,28366
"8835",331,28379
"8836",331,28387
"8837",331,28397
"8838",331,28398
"8839",331,28401
"8840",331,28402
"8841",331,28404
"8842",331,28405
"8843",331,28406
"8844",331,28419
"8845",331,28420
"8846",331,28432
"8847",331,28433
"8848",331,28434
"8849",331,28437
"8850",331,3862
"8851",331,4663
"8852",331,9394
"8853",332,11387
"8854",332,11641
"8855",332,1420
"8856",332,1437
"8857",332,1585
"8858",332,16211
"8859",332,16339
"8860",332,1755
"8861",332,1759
"8862",332,1763
"8863",332,19504
"8864",332,19520
"8865",332,19544
"8866",332,1985
"8867",332,1992
"8868",332,20610
"8869",332,20796
"8870",332,22027
"8871",332,22372
"8872",332,22641
"8873",332,23309
"8874",332,24044
"8875",332,24046
"8876",332,24303
"8877",332,24355
"8878",332,24975
"8879",332,25086
"8880",332,2784
"8881",332,28444
"8882",332,28445
"8883",332,28462
"8884",332,28465
"8885",332,28468
"8886",332,28473
"8887",332,28474
"8888",332,28493
"8889",332,28495
"8890",332,28501
"8891",332,28505
"8892",332,28508
"8893",332,28509
"8894",332,28511
"8895",332,28513
"8896",332,28519
"8897",332,28526
"8898",332,28527
"8899",332,28530
"8900",332,28532
"8901",332,28533
"8902",332,28537
"8903",332,28540
"8904",332,28541
"8905",332,28544
"8906",332,28546
"8907",332,28548
"8908",332,28551
"8909",332,28573
"8910",332,28574
"8911",332,28577
"8912",332,28581
"8913",332,28584
"8914",332,28589
"8915",332,28596
"8916",332,28599
"8917",332,28601
"8918",332,28604
"8919",332,28609
"8920",332,28612
"8921",332,28614
"8922",332,28617
"8923",332,28620
"8924",332,28621
"8925",332,28623
"8926",332,28626
"8927",332,28627
"8928",332,28629
"8929",332,28630
"8930",332,28631
"8931",332,28632
"8932",332,28633
"8933",332,28634
"8934",332,28636
"8935",332,28648
"8936",332,28663
"8937",332,28665
"8938",332,28667
"8939",332,28673
"8940",332,28674
"8941",332,28687
"8942",332,28688
"8943",332,28689
"8944",332,28691
"8945",332,28695
"8946",332,28696
"8947",332,28704
"8948",332,28705
"8949",332,28707
"8950",332,28711
"8951",332,28715
"8952",332,28726
"8953",332,28731
"8954",332,28738
"8955",332,28745
"8956",332,28747
"8957",332,28749
"8958",332,28750
"8959",332,28752
"8960",332,28754
"8961",332,28755
"8962",332,28768
"8963",332,28773
"8964",332,28774
"8965",332,28776
"8966",332,28779
"8967",332,28781
"8968",332,28790
"8969",332,28792
"8970",332,28798
"8971",332,28800
"8972",332,28802
"8973",332,28805
"8974",332,28808
"8975",332,28811
"8976",332,28821
"8977",332,28822
"8978",332,28827
"8979",332,28836
"8980",332,28837
"8981",332,28838
"8982",332,28840
"8983",332,28846
"8984",332,28854
"8985",332,28858
"8986",332,28859
"8987",332,28864
"8988",332,28867
"8989",332,28868
"8990",332,28872
"8991",332,28873
"8992",332,28876
"8993",332,28877
"8994",332,28890
"8995",332,28891
"8996",332,28892
"8997",332,28895
"8998",332,28897
"8999",332,28898
"9000",332,28900
"9001",332,28911
"9002",332,28918
"9003",332,28919
"9004",332,28926
"9005",332,28927
"9006",332,28928
"9007",332,28931
"9008",332,28938
"9009",332,28940
"9010",332,28943
"9011",332,28944
"9012",332,28947
"9013",332,28949
"9014",332,28951
"9015",332,28955
"9016",332,28958
"9017",332,28965
"9018",332,28966
"9019",332,28967
"9020",332,28968
"9021",332,28972
"9022",332,28977
"9023",332,28980
"9024",332,28982
"9025",332,28983
"9026",332,4128
"9027",332,4853
"9028",332,562
"9029",332,579
"9030",332,6283
"9031",332,6873
"9032",332,700
"9033",332,7853
"9034",332,8112
"9035",332,8558
"9036",333,13465
"9037",333,13888
"9038",333,18815
"9039",333,28986
"9040",333,28990
"9041",333,28992
"9042",333,28994
"9043",333,28995
"9044",333,29002
"9045",333,29003
"9046",333,29005
"9047",333,29006
"9048",333,29011
"9049",333,29014
"9050",333,29022
"9051",333,29025
"9052",333,29026
